STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,quantile,Quantile,coicop,Classification of individual consumption by purpose (COICOP),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,NL,Netherlands,1988,,19.2,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,NL,Netherlands,1994,,18.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,NL,Netherlands,1999,,25.4,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,NL,Netherlands,2005,,37,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,NL,Netherlands,2010,,31,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,NL,Netherlands,2015,,37,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,NL,Netherlands,2020,,38,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,NO,Norway,2005,,32,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,NO,Norway,2010,,20,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,NO,Norway,2015,,19,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,NO,Norway,2020,,38,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,PL,Poland,2005,,45,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,PL,Poland,2010,,40,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,PL,Poland,2015,,46,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,PL,Poland,2020,,45,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,PT,Portugal,1988,,9.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,PT,Portugal,1994,,22.4,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,PT,Portugal,1999,,32.5,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,PT,Portugal,2005,,32,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,PT,Portugal,2010,,34,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,PT,Portugal,2015,,37,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,PT,Portugal,2020,,40,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,RO,Romania,2005,,38,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,RO,Romania,2010,,33,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,RO,Romania,2015,,35,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,RO,Romania,2020,,38,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,RS,Serbia,2015,,44,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,RS,Serbia,2020,,46,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,SE,Sweden,1994,,18.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,SE,Sweden,1999,,29.1,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,SE,Sweden,2005,,37,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,SE,Sweden,2010,,36,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,SE,Sweden,2015,,36,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,SI,Slovenia,2005,,40,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,SI,Slovenia,2010,,44,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,SI,Slovenia,2015,,51,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,SI,Slovenia,2020,,49,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,SK,Slovakia,2005,,40,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,SK,Slovakia,2010,,48,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,SK,Slovakia,2015,,48,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,SK,Slovakia,2020,,46,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,TR,Türkiye,2005,,39,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,TR,Türkiye,2010,,39,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,TR,Türkiye,2015,,33,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,TR,Türkiye,2020,,35,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,UK,United Kingdom,1988,,14.4,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,UK,United Kingdom,1994,,22.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,UK,United Kingdom,1999,,26.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,UK,United Kingdom,2005,,29,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,UK,United Kingdom,2010,,35,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,UK,United Kingdom,2015,,38,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP08,Communications,PM,Per mille,XK,Kosovo*,2015,,27,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,AT,Austria,1994,,76.3,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,AT,Austria,1999,,113.3,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,AT,Austria,2005,,110,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,AT,Austria,2010,,114,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,AT,Austria,2015,,100,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,AT,Austria,2020,,113,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,BE,Belgium,1988,,81.4,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,BE,Belgium,1994,,102,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,BE,Belgium,1999,,98.3,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,BE,Belgium,2005,,88,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,BE,Belgium,2010,,86,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,BE,Belgium,2015,,71,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,BE,Belgium,2020,,46,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,BG,Bulgaria,2005,,23,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,BG,Bulgaria,2010,,20,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,BG,Bulgaria,2015,,24,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,BG,Bulgaria,2020,,22,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,CY,Cyprus,2005,,45,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,CY,Cyprus,2010,,45,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,CY,Cyprus,2015,,38,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,CY,Cyprus,2020,,38,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,CZ,Czechia,2005,,101,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,CZ,Czechia,2010,,93,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,CZ,Czechia,2015,,82,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,DE,Germany,1988,,83.8,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,DE,Germany,1994,,106.9,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,DE,Germany,1999,,117.3,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,DE,Germany,2005,,113,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,DE,Germany,2010,,103,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,DE,Germany,2015,,98,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,DE,Germany,2020,,103,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,DK,Denmark,1994,,105.1,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,DK,Denmark,1999,,105.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,DK,Denmark,2005,,108,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,DK,Denmark,2010,,109,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,DK,Denmark,2015,,99,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,DK,Denmark,2020,,92,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1994,,80.3,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1999,,82.8,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2005,,73,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2010,,76,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EA12,Euro area - 12 countries (2001-2006),2005,,73,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EA12,Euro area - 12 countries (2001-2006),2010,,77,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EA13,Euro area - 13 countries (2007),2005,,73,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EA13,Euro area - 13 countries (2007),2010,,77,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EA17,Euro area - 17 countries (2011-2013),2010,,76,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EA18,Euro area - 18 countries (2014),2010,,76,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EA20,Euro area – 20 countries (from 2023),2020,,67,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EE,Estonia,2005,,42,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EE,Estonia,2010,,61,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EE,Estonia,2015,,75,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EE,Estonia,2020,,69,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EEA28,"European Economic Area (EU25 - 2004-2006 and IS, LI, NO)",2005,,76,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EEA28,"European Economic Area (EU25 - 2004-2006 and IS, LI, NO)",2010,,82,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2010,,79,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EFTA,European Free Trade Association,2005,,123,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EFTA,European Free Trade Association,2010,,121,,u,low reliability,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EL,Greece,1988,,38.1,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EL,Greece,1994,,33.3,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EL,Greece,1999,,35.6,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EL,Greece,2005,,33,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EL,Greece,2010,,24,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EL,Greece,2015,,25,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,EL,Greece,2020,,18,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,ES,Spain,1988,,41.8,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,ES,Spain,1994,,61.6,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,ES,Spain,1999,,53.4,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE2,Second quintile,CP09,Recreation and culture,PM,Per mille,ES,Spain,2005,,54,,,,,
