,"Québec Cap-and-Trade System",,,,,,,," ","China National Emissions Trading System",,,," ","European Union Emissions Trading System (until 2018)",,,," ","European Union Emissions Trading System (from 2019, download)",,,,," ","United Kingdom Emissions Trading Scheme (download)",,,,,,," ","Korean Emissions Trading System",,,,," ","Washington Cap-and-Invest Program (download)",,,,,,,,," ","California Cap-and-Trade Program (download)",,,,,,,,,," "
2011-12-13,,,,,,,,," ",,,,," ",1,1.317904762,EUR,7.13," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2011-12-14,,,,,,,,," ",,,,," ",1,1.317904762,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2011-12-15,,,,,,,,," ",,,,," ",1,1.317904762,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2011-12-16,,,,,,,,," ",,,,," ",1,1.317904762,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2011-12-19,,,,,,,,," ",,,,," ",1,1.317904762,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2011-12-20,,,,,,,,," ",,,,," ",1,1.317904762,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2011-12-21,,,,,,,,," ",,,,," ",1,1.317904762,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2011-12-22,,,,,,,,," ",,,,," ",1,1.317904762,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2011-12-23,,,,,,,,," ",,,,," ",1,1.317904762,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2011-12-27,,,,,,,,," ",,,,," ",1,1.317904762,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2011-12-28,,,,,,,,," ",,,,," ",1,1.317904762,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2011-12-29,,,,,,,,," ",,,,," ",1,1.317904762,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2011-12-30,,,,,,,,," ",,,,," ",1,1.317904762,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-02,,,,,,,,," ",,,,," ",1,1.290486364,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-03,,,,,,,,," ",,,,," ",1,1.290486364,EUR,6.31," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-04,,,,,,,,," ",,,,," ",1,1.290486364,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-05,,,,,,,,," ",,,,," ",1,1.290486364,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-06,,,,,,,,," ",,,,," ",1,1.290486364,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-09,,,,,,,,," ",,,,," ",1,1.290486364,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-10,,,,,,,,," ",,,,," ",1,1.290486364,EUR,6.83," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-11,,,,,,,,," ",,,,," ",1,1.290486364,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-12,,,,,,,,," ",,,,," ",1,1.290486364,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-13,,,,,,,,," ",,,,," ",1,1.290486364,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-16,,,,,,,,," ",,,,," ",1,1.290486364,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-17,,,,,,,,," ",,,,," ",1,1.290486364,EUR,6.68," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-18,,,,,,,,," ",,,,," ",1,1.290486364,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-19,,,,,,,,," ",,,,," ",1,1.290486364,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-20,,,,,,,,," ",,,,," ",1,1.290486364,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-23,,,,,,,,," ",,,,," ",1,1.290486364,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-24,,,,,,,,," ",,,,," ",1,1.290486364,EUR,6.9," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-25,,,,,,,,," ",,,,," ",1,1.290486364,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-26,,,,,,,,," ",,,,," ",1,1.290486364,EUR,7.46," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-27,,,,,,,,," ",,,,," ",1,1.290486364,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-30,,,,,,,,," ",,,,," ",1,1.290486364,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-01-31,,,,,,,,," ",,,,," ",1,1.290486364,EUR,7.66," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-01,,,,,,,,," ",,,,," ",1,1.322409524,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-02,,,,,,,,," ",,,,," ",1,1.322409524,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-03,,,,,,,,," ",,,,," ",1,1.322409524,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-06,,,,,,,,," ",,,,," ",1,1.322409524,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-07,,,,,,,,," ",,,,," ",1,1.322409524,EUR,8.42," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-08,,,,,,,,," ",,,,," ",1,1.322409524,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-09,,,,,,,,," ",,,,," ",1,1.322409524,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-10,,,,,,,,," ",,,,," ",1,1.322409524,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-13,,,,,,,,," ",,,,," ",1,1.322409524,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-14,,,,,,,,," ",,,,," ",1,1.322409524,EUR,7.6," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-15,,,,,,,,," ",,,,," ",1,1.322409524,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-16,,,,,,,,," ",,,,," ",1,1.322409524,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-17,,,,,,,,," ",,,,," ",1,1.322409524,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-20,,,,,,,,," ",,,,," ",1,1.322409524,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-21,,,,,,,,," ",,,,," ",1,1.322409524,EUR,8.58," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-22,,,,,,,,," ",,,,," ",1,1.322409524,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-23,,,,,,,,," ",,,,," ",1,1.322409524,EUR,8.81," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-24,,,,,,,,," ",,,,," ",1,1.322409524,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-27,,,,,,,,," ",,,,," ",1,1.322409524,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-28,,,,,,,,," ",,,,," ",1,1.322409524,EUR,9.17," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-02-29,,,,,,,,," ",,,,," ",1,1.322409524,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-01,,,,,,,,," ",,,,," ",1,1.3201,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-02,,,,,,,,," ",,,,," ",1,1.3201,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-05,,,,,,,,," ",,,,," ",1,1.3201,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-06,,,,,,,,," ",,,,," ",1,1.3201,EUR,8.44," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-07,,,,,,,,," ",,,,," ",1,1.3201,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-08,,,,,,,,," ",,,,," ",1,1.3201,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-09,,,,,,,,," ",,,,," ",1,1.3201,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-12,,,,,,,,," ",,,,," ",1,1.3201,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-13,,,,,,,,," ",,,,," ",1,1.3201,EUR,7.65," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-14,,,,,,,,," ",,,,," ",1,1.3201,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-15,,,,,,,,," ",,,,," ",1,1.3201,EUR,7.8," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-16,,,,,,,,," ",,,,," ",1,1.3201,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-19,,,,,,,,," ",,,,," ",1,1.3201,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-20,,,,,,,,," ",,,,," ",1,1.3201,EUR,7.25," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-21,,,,,,,,," ",,,,," ",1,1.3201,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-22,,,,,,,,," ",,,,," ",1,1.3201,EUR,6.95," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-23,,,,,,,,," ",,,,," ",1,1.3201,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-26,,,,,,,,," ",,,,," ",1,1.3201,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-27,,,,,,,,," ",,,,," ",1,1.3201,EUR,6.9," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-28,,,,,,,,," ",,,,," ",1,1.3201,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-29,,,,,,,,," ",,,,," ",1,1.3201,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-03-30,,,,,,,,," ",,,,," ",1,1.3201,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-04-02,,,,,,,,," ",,,,," ",1,1.316173684,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-04-03,,,,,,,,," ",,,,," ",1,1.316173684,EUR,6," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-04-04,,,,,,,,," ",,,,," ",1,1.316173684,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-04-05,,,,,,,,," ",,,,," ",1,1.316173684,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-04-10,,,,,,,,," ",,,,," ",1,1.316173684,EUR,6.54," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-04-11,,,,,,,,," ",,,,," ",1,1.316173684,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-04-12,,,,,,,,," ",,,,," ",1,1.316173684,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-04-13,,,,,,,,," ",,,,," ",1,1.316173684,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-04-16,,,,,,,,," ",,,,," ",1,1.316173684,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-04-17,,,,,,,,," ",,,,," ",1,1.316173684,EUR,6.97," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-04-18,,,,,,,,," ",,,,," ",1,1.316173684,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-04-19,,,,,,,,," ",,,,," ",1,1.316173684,EUR,7.02," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-04-20,,,,,,,,," ",,,,," ",1,1.316173684,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-04-23,,,,,,,,," ",,,,," ",1,1.316173684,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-04-24,,,,,,,,," ",,,,," ",1,1.316173684,EUR,7.06," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-04-25,,,,,,,,," ",,,,," ",1,1.316173684,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-04-26,,,,,,,,," ",,,,," ",1,1.316173684,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-04-27,,,,,,,,," ",,,,," ",1,1.316173684,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-04-30,,,,,,,,," ",,,,," ",1,1.316173684,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-02,,,,,,,,," ",,,,," ",1,1.278890909,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-03,,,,,,,,," ",,,,," ",1,1.278890909,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-04,,,,,,,,," ",,,,," ",1,1.278890909,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-07,,,,,,,,," ",,,,," ",1,1.278890909,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-08,,,,,,,,," ",,,,," ",1,1.278890909,EUR,6.5," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-09,,,,,,,,," ",,,,," ",1,1.278890909,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-10,,,,,,,,," ",,,,," ",1,1.278890909,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-11,,,,,,,,," ",,,,," ",1,1.278890909,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-14,,,,,,,,," ",,,,," ",1,1.278890909,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-15,,,,,,,,," ",,,,," ",1,1.278890909,EUR,6.49," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-16,,,,,,,,," ",,,,," ",1,1.278890909,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-18,,,,,,,,," ",,,,," ",1,1.278890909,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-21,,,,,,,,," ",,,,," ",1,1.278890909,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-22,,,,,,,,," ",,,,," ",1,1.278890909,EUR,6.65," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-23,,,,,,,,," ",,,,," ",1,1.278890909,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-24,,,,,,,,," ",,,,," ",1,1.278890909,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-25,,,,,,,,," ",,,,," ",1,1.278890909,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-29,,,,,,,,," ",,,,," ",1,1.278890909,EUR,6.55," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-30,,,,,,,,," ",,,,," ",1,1.278890909,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-05-31,,,,,,,,," ",,,,," ",1,1.278890909,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-01,,,,,,,,," ",,,,," ",1,1.252628571,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-04,,,,,,,,," ",,,,," ",1,1.252628571,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-05,,,,,,,,," ",,,,," ",1,1.252628571,EUR,6.27," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-06,,,,,,,,," ",,,,," ",1,1.252628571,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-07,,,,,,,,," ",,,,," ",1,1.252628571,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-08,,,,,,,,," ",,,,," ",1,1.252628571,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-11,,,,,,,,," ",,,,," ",1,1.252628571,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-12,,,,,,,,," ",,,,," ",1,1.252628571,EUR,6.54," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-13,,,,,,,,," ",,,,," ",1,1.252628571,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-14,,,,,,,,," ",,,,," ",1,1.252628571,EUR,6.59," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-15,,,,,,,,," ",,,,," ",1,1.252628571,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-18,,,,,,,,," ",,,,," ",1,1.252628571,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-19,,,,,,,,," ",,,,," ",1,1.252628571,EUR,7.39," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-20,,,,,,,,," ",,,,," ",1,1.252628571,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-21,,,,,,,,," ",,,,," ",1,1.252628571,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-22,,,,,,,,," ",,,,," ",1,1.252628571,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-25,,,,,,,,," ",,,,," ",1,1.252628571,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-26,,,,,,,,," ",,,,," ",1,1.252628571,EUR,8," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-27,,,,,,,,," ",,,,," ",1,1.252628571,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-28,,,,,,,,," ",,,,," ",1,1.252628571,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-06-29,,,,,,,,," ",,,,," ",1,1.252628571,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-02,,,,,,,,," ",,,,," ",1,1.228845455,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-03,,,,,,,,," ",,,,," ",1,1.228845455,EUR,8.11," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-04,,,,,,,,," ",,,,," ",1,1.228845455,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-05,,,,,,,,," ",,,,," ",1,1.228845455,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-06,,,,,,,,," ",,,,," ",1,1.228845455,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-09,,,,,,,,," ",,,,," ",1,1.228845455,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-10,,,,,,,,," ",,,,," ",1,1.228845455,EUR,7.87," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-11,,,,,,,,," ",,,,," ",1,1.228845455,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-12,,,,,,,,," ",,,,," ",1,1.228845455,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-13,,,,,,,,," ",,,,," ",1,1.228845455,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-16,,,,,,,,," ",,,,," ",1,1.228845455,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-17,,,,,,,,," ",,,,," ",1,1.228845455,EUR,7.68," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-18,,,,,,,,," ",,,,," ",1,1.228845455,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-19,,,,,,,,," ",,,,," ",1,1.228845455,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-20,,,,,,,,," ",,,,," ",1,1.228845455,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-23,,,,,,,,," ",,,,," ",1,1.228845455,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-24,,,,,,,,," ",,,,," ",1,1.228845455,EUR,7.13," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-25,,,,,,,,," ",,,,," ",1,1.228845455,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-26,,,,,,,,," ",,,,," ",1,1.228845455,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-27,,,,,,,,," ",,,,," ",1,1.228845455,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-30,,,,,,,,," ",,,,," ",1,1.228845455,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-07-31,,,,,,,,," ",,,,," ",1,1.228845455,EUR,6.64," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-08-01,,,,,,,,," ",,,,," ",1,1.239995652,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-08-02,,,,,,,,," ",,,,," ",1,1.239995652,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2012-08-03,,,,,,,,," ",,,,," ",1,1.239995652,EUR,," ",,,,,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
